ID,commande_ID,numero_poste,code_produit,designation_produit,quantite_commandee,quantite_livree,prix_unitaire,unite,poids_total
dddddddd-0356-0000-0000-000000000000,cccccccc-0143-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,24.000,11.000,73.70,KG,24.000
dddddddd-0357-0000-0000-000000000000,cccccccc-0144-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,89.000,26.000,20.84,PC,44.500
dddddddd-0358-0000-0000-000000000000,cccccccc-0145-0000-0000-000000000000,1,EMB-002,Film etirable 500mm,42.000,4.000,21.19,RL,21.000
dddddddd-0359-0000-0000-000000000000,cccccccc-0146-0000-0000-000000000000,1,LOG-002,Transport international express,31.000,31.000,712.72,SRV,15.500
dddddddd-0360-0000-0000-000000000000,cccccccc-0146-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,171.000,171.000,8.15,L,85.500
dddddddd-0361-0000-0000-000000000000,cccccccc-0147-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,51.000,4.000,66.82,KG,51.000
dddddddd-0362-0000-0000-000000000000,cccccccc-0147-0000-0000-000000000000,2,PIE-002,Joint torique NBR 50mm,192.000,90.000,3.63,PC,96.000
dddddddd-0363-0000-0000-000000000000,cccccccc-0147-0000-0000-000000000000,3,ELE-001,Capteur temperature PT100,52.000,14.000,39.38,PC,26.000
dddddddd-0364-0000-0000-000000000000,cccccccc-0148-0000-0000-000000000000,1,MAT-001,Acier inoxydable 304,171.000,14.000,46.27,KG,171.000
dddddddd-0365-0000-0000-000000000000,cccccccc-0148-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,21.000,3.000,0.92,PC,10.500
dddddddd-0366-0000-0000-000000000000,cccccccc-0148-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,183.000,18.000,82.68,KG,183.000
dddddddd-0367-0000-0000-000000000000,cccccccc-0149-0000-0000-000000000000,1,MAT-002,Aluminium T6061,12.000,0.000,37.29,KG,12.000
dddddddd-0368-0000-0000-000000000000,cccccccc-0149-0000-0000-000000000000,2,EMB-002,Film etirable 500mm,125.000,56.000,16.44,RL,62.500
dddddddd-0369-0000-0000-000000000000,cccccccc-0150-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,122.000,22.000,26.76,L,61.000
dddddddd-0370-0000-0000-000000000000,cccccccc-0150-0000-0000-000000000000,2,MAT-001,Acier inoxydable 304,28.000,1.000,44.62,KG,28.000
dddddddd-0371-0000-0000-000000000000,cccccccc-0151-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,179.000,0.000,19.59,PC,89.500
dddddddd-0372-0000-0000-000000000000,cccccccc-0152-0000-0000-000000000000,1,EMB-001,Carton triple cannelure 60x40,169.000,77.000,5.21,PC,84.500
dddddddd-0373-0000-0000-000000000000,cccccccc-0152-0000-0000-000000000000,2,TEX-001,Tissu polyester 150cm,100.000,5.000,7.00,M,10.000
dddddddd-0374-0000-0000-000000000000,cccccccc-0152-0000-0000-000000000000,3,EMB-002,Film etirable 500mm,198.000,69.000,20.17,RL,99.000
dddddddd-0375-0000-0000-000000000000,cccccccc-0152-0000-0000-000000000000,4,MAT-003,Cuivre electrolytique,177.000,48.000,80.24,KG,177.000
dddddddd-0376-0000-0000-000000000000,cccccccc-0153-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,188.000,188.000,18.49,PC,94.000
dddddddd-0377-0000-0000-000000000000,cccccccc-0154-0000-0000-000000000000,1,MAT-001,Acier inoxydable 304,61.000,27.000,43.73,KG,61.000
dddddddd-0378-0000-0000-000000000000,cccccccc-0154-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,38.000,13.000,4.77,PC,19.000
dddddddd-0379-0000-0000-000000000000,cccccccc-0154-0000-0000-000000000000,3,PIE-001,Roulement a billes 6204,48.000,9.000,13.05,PC,24.000
dddddddd-0380-0000-0000-000000000000,cccccccc-0155-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,15.000,15.000,79.91,KG,15.000
dddddddd-0381-0000-0000-000000000000,cccccccc-0155-0000-0000-000000000000,2,MAT-002,Aluminium T6061,134.000,134.000,29.83,KG,134.000
dddddddd-0382-0000-0000-000000000000,cccccccc-0155-0000-0000-000000000000,3,TEX-001,Tissu polyester 150cm,174.000,174.000,7.64,M,17.400
dddddddd-0383-0000-0000-000000000000,cccccccc-0156-0000-0000-000000000000,1,ELE-003,Disjoncteur 16A,125.000,60.000,13.55,PC,62.500
dddddddd-0384-0000-0000-000000000000,cccccccc-0157-0000-0000-000000000000,1,PIE-002,Joint torique NBR 50mm,22.000,22.000,3.72,PC,11.000
dddddddd-0385-0000-0000-000000000000,cccccccc-0157-0000-0000-000000000000,2,ELE-001,Capteur temperature PT100,11.000,11.000,41.56,PC,5.500
dddddddd-0386-0000-0000-000000000000,cccccccc-0157-0000-0000-000000000000,3,PIE-003,Vis M8x40 inox,159.000,159.000,0.95,PC,79.500
dddddddd-0387-0000-0000-000000000000,cccccccc-0158-0000-0000-000000000000,1,TEX-001,Tissu polyester 150cm,58.000,1.000,7.19,M,5.800
dddddddd-0388-0000-0000-000000000000,cccccccc-0159-0000-0000-000000000000,1,TEX-001,Tissu polyester 150cm,56.000,24.000,9.15,M,5.600
dddddddd-0389-0000-0000-000000000000,cccccccc-0159-0000-0000-000000000000,2,ELE-003,Disjoncteur 16A,79.000,12.000,17.68,PC,39.500
dddddddd-0390-0000-0000-000000000000,cccccccc-0159-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,193.000,25.000,83.02,KG,193.000
dddddddd-0391-0000-0000-000000000000,cccccccc-0160-0000-0000-000000000000,1,LOG-002,Transport international express,152.000,38.000,955.73,SRV,76.000
dddddddd-0392-0000-0000-000000000000,cccccccc-0160-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,92.000,16.000,0.96,PC,46.000
dddddddd-0393-0000-0000-000000000000,cccccccc-0161-0000-0000-000000000000,1,ELE-001,Capteur temperature PT100,58.000,25.000,38.59,PC,29.000
dddddddd-0394-0000-0000-000000000000,cccccccc-0161-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,138.000,51.000,6.08,L,69.000
dddddddd-0395-0000-0000-000000000000,cccccccc-0161-0000-0000-000000000000,3,PIE-002,Joint torique NBR 50mm,166.000,7.000,3.78,PC,83.000
dddddddd-0396-0000-0000-000000000000,cccccccc-0162-0000-0000-000000000000,1,PIE-002,Joint torique NBR 50mm,124.000,0.000,3.48,PC,62.000
dddddddd-0397-0000-0000-000000000000,cccccccc-0162-0000-0000-000000000000,2,CHI-001,Solvant nettoyant industriel,158.000,0.000,22.84,L,79.000
dddddddd-0398-0000-0000-000000000000,cccccccc-0162-0000-0000-000000000000,3,BUR-001,Papier A4 80g ramette,111.000,0.000,4.82,PC,55.500
dddddddd-0399-0000-0000-000000000000,cccccccc-0162-0000-0000-000000000000,4,PIE-001,Roulement a billes 6204,110.000,0.000,14.03,PC,55.000
dddddddd-0400-0000-0000-000000000000,cccccccc-0163-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,156.000,47.000,28.48,L,78.000
dddddddd-0401-0000-0000-000000000000,cccccccc-0163-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,19.000,7.000,7.11,L,9.500
dddddddd-0402-0000-0000-000000000000,cccccccc-0163-0000-0000-000000000000,3,PIE-002,Joint torique NBR 50mm,47.000,18.000,3.02,PC,23.500
dddddddd-0403-0000-0000-000000000000,cccccccc-0164-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,6.000,2.000,27.27,L,3.000
dddddddd-0404-0000-0000-000000000000,cccccccc-0164-0000-0000-000000000000,2,PIE-002,Joint torique NBR 50mm,193.000,62.000,3.04,PC,96.500
dddddddd-0405-0000-0000-000000000000,cccccccc-0165-0000-0000-000000000000,1,TEX-001,Tissu polyester 150cm,33.000,10.000,9.23,M,3.300
dddddddd-0406-0000-0000-000000000000,cccccccc-0166-0000-0000-000000000000,1,ELE-002,Cable electrique 3G2.5,93.000,10.000,2.94,M,9.300
dddddddd-0407-0000-0000-000000000000,cccccccc-0166-0000-0000-000000000000,2,ELE-003,Disjoncteur 16A,97.000,34.000,16.19,PC,48.500
dddddddd-0408-0000-0000-000000000000,cccccccc-0166-0000-0000-000000000000,3,MAT-001,Acier inoxydable 304,103.000,32.000,47.17,KG,103.000
dddddddd-0409-0000-0000-000000000000,cccccccc-0167-0000-0000-000000000000,1,PIE-003,Vis M8x40 inox,94.000,34.000,0.86,PC,47.000
dddddddd-0410-0000-0000-000000000000,cccccccc-0167-0000-0000-000000000000,2,MAT-002,Aluminium T6061,37.000,14.000,37.72,KG,37.000
dddddddd-0411-0000-0000-000000000000,cccccccc-0167-0000-0000-000000000000,3,ELE-001,Capteur temperature PT100,188.000,35.000,28.29,PC,94.000
dddddddd-0412-0000-0000-000000000000,cccccccc-0168-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,142.000,52.000,24.12,PC,71.000
dddddddd-0413-0000-0000-000000000000,cccccccc-0168-0000-0000-000000000000,2,MAT-001,Acier inoxydable 304,37.000,9.000,52.93,KG,37.000
dddddddd-0414-0000-0000-000000000000,cccccccc-0169-0000-0000-000000000000,1,LOG-002,Transport international express,96.000,38.000,1016.31,SRV,48.000
dddddddd-0415-0000-0000-000000000000,cccccccc-0170-0000-0000-000000000000,1,MAT-002,Aluminium T6061,126.000,35.000,35.50,KG,126.000
dddddddd-0416-0000-0000-000000000000,cccccccc-0171-0000-0000-000000000000,1,LOG-002,Transport international express,41.000,3.000,979.37,SRV,20.500
dddddddd-0417-0000-0000-000000000000,cccccccc-0171-0000-0000-000000000000,2,EMB-003,Palette EUR 1200x800,11.000,4.000,23.68,PC,5.500
dddddddd-0418-0000-0000-000000000000,cccccccc-0172-0000-0000-000000000000,1,ELE-001,Capteur temperature PT100,50.000,13.000,36.24,PC,25.000
dddddddd-0419-0000-0000-000000000000,cccccccc-0173-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,95.000,34.000,91.61,KG,95.000
dddddddd-0420-0000-0000-000000000000,cccccccc-0173-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,120.000,33.000,0.84,PC,60.000
dddddddd-0421-0000-0000-000000000000,cccccccc-0173-0000-0000-000000000000,3,CHI-001,Solvant nettoyant industriel,84.000,38.000,30.80,L,42.000
dddddddd-0422-0000-0000-000000000000,cccccccc-0173-0000-0000-000000000000,4,PIE-002,Joint torique NBR 50mm,168.000,55.000,3.20,PC,84.000
dddddddd-0423-0000-0000-000000000000,cccccccc-0174-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,85.000,5.000,69.00,KG,85.000
dddddddd-0424-0000-0000-000000000000,cccccccc-0174-0000-0000-000000000000,2,TEX-001,Tissu polyester 150cm,199.000,26.000,8.34,M,19.900
dddddddd-0425-0000-0000-000000000000,cccccccc-0175-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,141.000,0.000,84.71,KG,141.000
dddddddd-0426-0000-0000-000000000000,cccccccc-0176-0000-0000-000000000000,1,ELE-002,Cable electrique 3G2.5,79.000,13.000,2.67,M,7.900
dddddddd-0427-0000-0000-000000000000,cccccccc-0176-0000-0000-000000000000,2,CHI-001,Solvant nettoyant industriel,191.000,80.000,28.77,L,95.500
dddddddd-0428-0000-0000-000000000000,cccccccc-0177-0000-0000-000000000000,1,EMB-001,Carton triple cannelure 60x40,200.000,0.000,4.45,PC,100.000
dddddddd-0429-0000-0000-000000000000,cccccccc-0177-0000-0000-000000000000,2,ELE-001,Capteur temperature PT100,65.000,18.000,36.27,PC,32.500
dddddddd-0430-0000-0000-000000000000,cccccccc-0178-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,32.000,15.000,31.30,L,16.000
dddddddd-0431-0000-0000-000000000000,cccccccc-0178-0000-0000-000000000000,2,MAT-002,Aluminium T6061,61.000,25.000,32.34,KG,61.000
dddddddd-0432-0000-0000-000000000000,cccccccc-0178-0000-0000-000000000000,3,ELE-003,Disjoncteur 16A,45.000,7.000,18.59,PC,22.500
dddddddd-0433-0000-0000-000000000000,cccccccc-0179-0000-0000-000000000000,1,TEX-001,Tissu polyester 150cm,136.000,0.000,7.79,M,13.600
dddddddd-0434-0000-0000-000000000000,cccccccc-0179-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,38.000,0.000,7.83,L,19.000
dddddddd-0435-0000-0000-000000000000,cccccccc-0179-0000-0000-000000000000,3,MAT-001,Acier inoxydable 304,46.000,0.000,40.60,KG,46.000
dddddddd-0436-0000-0000-000000000000,cccccccc-0179-0000-0000-000000000000,4,MAT-003,Cuivre electrolytique,56.000,0.000,92.73,KG,56.000
dddddddd-0437-0000-0000-000000000000,cccccccc-0180-0000-0000-000000000000,1,MAT-002,Aluminium T6061,134.000,134.000,33.35,KG,134.000
dddddddd-0438-0000-0000-000000000000,cccccccc-0180-0000-0000-000000000000,2,LOG-001,Transport national standard,167.000,167.000,219.75,SRV,83.500
dddddddd-0439-0000-0000-000000000000,cccccccc-0180-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,75.000,75.000,83.35,KG,75.000
dddddddd-0440-0000-0000-000000000000,cccccccc-0180-0000-0000-000000000000,4,BUR-001,Papier A4 80g ramette,28.000,28.000,3.53,PC,14.000
dddddddd-0441-0000-0000-000000000000,cccccccc-0181-0000-0000-000000000000,1,TEX-001,Tissu polyester 150cm,193.000,0.000,8.99,M,19.300
dddddddd-0442-0000-0000-000000000000,cccccccc-0181-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,154.000,0.000,4.76,PC,77.000
dddddddd-0443-0000-0000-000000000000,cccccccc-0181-0000-0000-000000000000,3,ELE-001,Capteur temperature PT100,4.000,0.000,41.12,PC,2.000
dddddddd-0444-0000-0000-000000000000,cccccccc-0182-0000-0000-000000000000,1,PIE-002,Joint torique NBR 50mm,9.000,9.000,3.10,PC,4.500
dddddddd-0445-0000-0000-000000000000,cccccccc-0182-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,35.000,35.000,6.85,L,17.500
dddddddd-0446-0000-0000-000000000000,cccccccc-0182-0000-0000-000000000000,3,EMB-001,Carton triple cannelure 60x40,95.000,95.000,5.01,PC,47.500
dddddddd-0447-0000-0000-000000000000,cccccccc-0183-0000-0000-000000000000,1,LOG-001,Transport national standard,59.000,0.000,227.72,SRV,29.500
dddddddd-0448-0000-0000-000000000000,cccccccc-0183-0000-0000-000000000000,2,MAT-002,Aluminium T6061,31.000,0.000,29.75,KG,31.000
dddddddd-0449-0000-0000-000000000000,cccccccc-0183-0000-0000-000000000000,3,BUR-001,Papier A4 80g ramette,51.000,0.000,5.02,PC,25.500
dddddddd-0450-0000-0000-000000000000,cccccccc-0184-0000-0000-000000000000,1,LOG-001,Transport national standard,45.000,6.000,257.05,SRV,22.500
dddddddd-0451-0000-0000-000000000000,cccccccc-0184-0000-0000-000000000000,2,ELE-002,Cable electrique 3G2.5,35.000,8.000,2.54,M,3.500
dddddddd-0452-0000-0000-000000000000,cccccccc-0185-0000-0000-000000000000,1,EMB-002,Film etirable 500mm,133.000,34.000,21.15,RL,66.500
dddddddd-0453-0000-0000-000000000000,cccccccc-0185-0000-0000-000000000000,2,EMB-001,Carton triple cannelure 60x40,195.000,87.000,5.26,PC,97.500
dddddddd-0454-0000-0000-000000000000,cccccccc-0186-0000-0000-000000000000,1,ELE-003,Disjoncteur 16A,169.000,66.000,13.86,PC,84.500
dddddddd-0455-0000-0000-000000000000,cccccccc-0186-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,161.000,46.000,4.83,PC,80.500
dddddddd-0456-0000-0000-000000000000,cccccccc-0186-0000-0000-000000000000,3,TEX-001,Tissu polyester 150cm,89.000,8.000,8.29,M,8.900
dddddddd-0457-0000-0000-000000000000,cccccccc-0187-0000-0000-000000000000,1,EMB-001,Carton triple cannelure 60x40,160.000,160.000,5.02,PC,80.000
dddddddd-0458-0000-0000-000000000000,cccccccc-0187-0000-0000-000000000000,2,PIE-001,Roulement a billes 6204,162.000,162.000,11.57,PC,81.000
dddddddd-0459-0000-0000-000000000000,cccccccc-0188-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,67.000,0.000,23.00,L,33.500
dddddddd-0460-0000-0000-000000000000,cccccccc-0189-0000-0000-000000000000,1,EMB-001,Carton triple cannelure 60x40,7.000,1.000,3.72,PC,3.500
dddddddd-0461-0000-0000-000000000000,cccccccc-0189-0000-0000-000000000000,2,CHI-002,Huile hydraulique ISO 46,157.000,24.000,7.60,L,78.500
dddddddd-0462-0000-0000-000000000000,cccccccc-0189-0000-0000-000000000000,3,PIE-002,Joint torique NBR 50mm,44.000,18.000,3.12,PC,22.000
dddddddd-0463-0000-0000-000000000000,cccccccc-0189-0000-0000-000000000000,4,MAT-001,Acier inoxydable 304,22.000,6.000,36.67,KG,22.000
dddddddd-0464-0000-0000-000000000000,cccccccc-0190-0000-0000-000000000000,1,LOG-001,Transport national standard,21.000,7.000,285.84,SRV,10.500
dddddddd-0465-0000-0000-000000000000,cccccccc-0190-0000-0000-000000000000,2,MAT-002,Aluminium T6061,163.000,8.000,36.62,KG,163.000
dddddddd-0466-0000-0000-000000000000,cccccccc-0190-0000-0000-000000000000,3,CHI-002,Huile hydraulique ISO 46,16.000,1.000,7.33,L,8.000
dddddddd-0467-0000-0000-000000000000,cccccccc-0191-0000-0000-000000000000,1,MAT-001,Acier inoxydable 304,173.000,0.000,48.55,KG,173.000
dddddddd-0468-0000-0000-000000000000,cccccccc-0192-0000-0000-000000000000,1,EMB-002,Film etirable 500mm,51.000,0.000,21.70,RL,25.500
dddddddd-0469-0000-0000-000000000000,cccccccc-0192-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,40.000,0.000,0.92,PC,20.000
dddddddd-0470-0000-0000-000000000000,cccccccc-0192-0000-0000-000000000000,3,CHI-002,Huile hydraulique ISO 46,142.000,0.000,5.94,L,71.000
dddddddd-0471-0000-0000-000000000000,cccccccc-0192-0000-0000-000000000000,4,ELE-003,Disjoncteur 16A,89.000,0.000,13.69,PC,44.500
dddddddd-0472-0000-0000-000000000000,cccccccc-0193-0000-0000-000000000000,1,PIE-003,Vis M8x40 inox,65.000,65.000,0.96,PC,32.500
dddddddd-0473-0000-0000-000000000000,cccccccc-0194-0000-0000-000000000000,1,MAT-002,Aluminium T6061,63.000,63.000,29.00,KG,63.000
dddddddd-0474-0000-0000-000000000000,cccccccc-0194-0000-0000-000000000000,2,LOG-002,Transport international express,53.000,53.000,709.39,SRV,26.500
dddddddd-0475-0000-0000-000000000000,cccccccc-0194-0000-0000-000000000000,3,MAT-003,Cuivre electrolytique,24.000,24.000,76.24,KG,24.000
dddddddd-0476-0000-0000-000000000000,cccccccc-0195-0000-0000-000000000000,1,CHI-001,Solvant nettoyant industriel,145.000,46.000,27.67,L,72.500
dddddddd-0477-0000-0000-000000000000,cccccccc-0195-0000-0000-000000000000,2,PIE-003,Vis M8x40 inox,129.000,27.000,0.99,PC,64.500
dddddddd-0478-0000-0000-000000000000,cccccccc-0196-0000-0000-000000000000,1,EMB-001,Carton triple cannelure 60x40,58.000,23.000,4.48,PC,29.000
dddddddd-0479-0000-0000-000000000000,cccccccc-0196-0000-0000-000000000000,2,MAT-001,Acier inoxydable 304,107.000,39.000,43.05,KG,107.000
dddddddd-0480-0000-0000-000000000000,cccccccc-0197-0000-0000-000000000000,1,EMB-003,Palette EUR 1200x800,45.000,18.000,25.88,PC,22.500
dddddddd-0481-0000-0000-000000000000,cccccccc-0197-0000-0000-000000000000,2,EMB-002,Film etirable 500mm,75.000,4.000,16.92,RL,37.500
dddddddd-0482-0000-0000-000000000000,cccccccc-0197-0000-0000-000000000000,3,PIE-002,Joint torique NBR 50mm,108.000,35.000,3.53,PC,54.000
dddddddd-0483-0000-0000-000000000000,cccccccc-0198-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,154.000,154.000,90.86,KG,154.000
dddddddd-0484-0000-0000-000000000000,cccccccc-0198-0000-0000-000000000000,2,BUR-001,Papier A4 80g ramette,26.000,26.000,4.06,PC,13.000
dddddddd-0485-0000-0000-000000000000,cccccccc-0198-0000-0000-000000000000,3,PIE-003,Vis M8x40 inox,178.000,178.000,0.83,PC,89.000
dddddddd-0486-0000-0000-000000000000,cccccccc-0198-0000-0000-000000000000,4,EMB-001,Carton triple cannelure 60x40,132.000,132.000,3.89,PC,66.000
dddddddd-0487-0000-0000-000000000000,cccccccc-0199-0000-0000-000000000000,1,MAT-003,Cuivre electrolytique,10.000,10.000,69.01,KG,10.000
dddddddd-0488-0000-0000-000000000000,cccccccc-0199-0000-0000-000000000000,2,EMB-001,Carton triple cannelure 60x40,33.000,33.000,4.60,PC,16.500
dddddddd-0489-0000-0000-000000000000,cccccccc-0199-0000-0000-000000000000,3,PIE-003,Vis M8x40 inox,62.000,62.000,0.78,PC,31.000
dddddddd-0490-0000-0000-000000000000,cccccccc-0200-0000-0000-000000000000,1,PIE-002,Joint torique NBR 50mm,47.000,0.000,2.81,PC,23.500
dddddddd-0491-0000-0000-000000000000,cccccccc-0200-0000-0000-000000000000,2,MAT-001,Acier inoxydable 304,129.000,0.000,54.05,KG,129.000
dddddddd-0492-0000-0000-000000000000,cccccccc-0200-0000-0000-000000000000,3,CHI-001,Solvant nettoyant industriel,31.000,0.000,24.56,L,15.500
